,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,score
239,11,4,3,12,5,9,5,9,0,12,3,8,5,10,11,4,4,12,6,12,12,10,6,7,0.164388375637398
240,12,0,6,1,6,5,1,2,10,2,0,9,11,2,0,5,6,10,6,9,10,10,12,7,0.110174819158912
241,9,5,0,10,12,6,11,4,12,11,10,3,5,3,10,11,4,3,7,3,1,10,10,11,0.173844071868854
242,0,11,0,4,0,2,7,5,1,10,8,2,6,7,6,5,11,6,4,5,11,4,10,3,0.131478829644096
243,3,2,0,9,8,2,12,3,7,8,8,1,9,12,3,9,4,7,5,0,11,1,10,1,0.260070277243046
244,12,12,12,0,3,4,5,0,4,8,1,2,3,0,7,6,3,8,5,8,11,2,3,9,0.311211674097716
245,8,2,10,2,5,11,3,2,3,12,0,8,10,10,11,11,9,11,2,6,0,5,6,8,0.321308919472078
246,9,5,0,6,3,5,1,9,10,12,7,2,11,11,12,9,12,11,2,3,1,11,6,11,0.325589071556482
247,7,8,6,2,10,0,3,8,0,7,0,10,0,11,0,6,7,2,12,5,10,12,1,6,0.150603427123784
248,0,11,12,4,0,3,12,9,7,4,3,6,11,0,6,11,9,5,1,12,4,0,5,3,0.183955956286842
249,0,3,5,9,9,7,6,8,11,1,3,3,6,7,10,2,7,11,1,8,12,6,0,6,0.136649118881738
250,5,1,4,12,3,1,1,12,4,6,8,3,7,12,8,1,9,2,8,6,11,3,12,2,0.206796562871098
251,7,3,3,4,6,6,11,11,8,0,3,0,2,10,3,1,6,5,3,9,4,11,1,11,0.207673404449694
252,5,6,8,3,3,11,5,12,12,2,0,4,5,7,7,2,9,5,4,3,9,4,3,1,0.18261979539183
253,6,11,5,6,1,9,4,2,4,9,5,7,8,4,7,1,9,2,10,1,3,5,4,10,0.131591364759224
254,8,0,1,8,7,1,10,12,0,2,0,6,12,9,9,12,3,1,7,1,5,11,1,3,0.226215181995672
255,8,0,3,10,1,4,0,0,8,4,10,4,1,10,2,0,5,1,11,5,2,11,7,7,0.147738345404702
256,2,3,3,3,6,10,5,12,3,2,3,0,5,11,3,9,8,1,12,5,0,5,4,4,0.308899750720684
257,3,7,3,7,11,9,9,9,2,11,5,11,9,0,5,2,5,8,5,4,9,0,5,8,0.164988048922426
258,9,8,2,5,2,4,6,6,5,0,2,2,10,4,1,12,8,8,1,1,4,12,9,8,0.181108136297864
259,11,8,12,9,3,5,0,3,10,8,9,0,1,4,2,7,3,0,0,4,9,5,8,7,0.101426543334254
260,7,8,0,0,12,6,5,0,8,0,10,2,3,10,4,11,4,0,12,0,1,9,11,8,0.105877749647686
261,7,5,10,5,4,0,4,9,6,12,8,0,0,5,0,12,11,2,8,8,11,12,12,9,0.318764886994132
262,8,6,6,10,5,10,10,7,3,10,7,0,9,6,2,11,8,6,9,3,5,11,1,8,0.171793528910396
263,0,6,12,11,7,0,3,11,9,2,12,5,11,11,0,0,1,8,12,9,12,11,1,7,0.178810181493202
264,6,6,4,1,11,9,0,9,9,0,1,9,11,1,9,2,5,0,5,6,8,1,3,3,0.303718280108468
265,8,5,0,3,3,12,1,6,2,10,9,0,8,7,4,4,12,7,6,10,10,9,1,9,0.199616870484302
266,10,4,10,12,8,2,11,0,12,2,6,5,6,0,0,9,11,7,6,1,4,7,1,6,0.31429280465732
267,0,8,10,5,2,12,8,8,9,8,1,9,4,1,4,4,4,6,1,8,2,4,12,5,0.229271990216488
268,2,10,12,9,9,3,12,9,10,5,2,7,12,3,11,1,5,1,9,10,4,6,1,5,0.11307922006496
269,6,4,1,10,5,5,11,1,8,11,1,2,5,6,10,7,8,7,4,9,0,10,11,9,0.320627119946034
270,4,8,4,1,9,10,12,2,10,3,10,3,1,11,4,4,8,11,3,7,8,0,9,1,0.15889989042929
271,5,9,2,1,4,10,5,11,6,12,0,12,1,6,3,1,12,4,11,12,0,3,2,4,0.274577450931108
272,5,6,12,5,8,6,0,0,11,11,10,8,2,11,11,1,7,8,4,10,2,4,0,3,0.14373689393714
273,8,6,1,9,10,1,8,4,4,8,0,7,11,12,1,1,0,7,6,4,11,9,0,7,0.190710374645796
274,2,9,10,8,1,12,3,8,3,7,1,5,11,5,5,9,6,1,5,9,3,6,9,5,0.155212691699678
275,11,12,11,8,8,1,5,4,6,1,7,11,3,2,9,4,8,2,6,1,7,1,10,1,0.121230062122246
276,8,2,4,4,12,12,4,0,11,11,4,4,8,1,3,3,3,3,5,8,11,6,4,6,0.275364653892256
277,0,3,0,5,10,6,5,12,8,1,11,11,2,7,7,7,8,2,10,7,8,5,10,2,0.268085603385288
278,0,9,6,2,0,12,8,2,6,12,7,3,1,3,11,1,10,0,6,12,8,5,12,10,0.112104595122892
279,2,10,5,4,9,1,6,12,2,9,5,8,7,12,0,10,10,9,3,9,10,0,8,0,0.27457217621547
280,5,1,1,5,9,8,8,7,9,6,12,12,4,9,3,5,0,7,8,5,7,4,0,1,0.12269278270166
281,12,7,9,6,6,1,6,1,8,12,1,11,1,9,9,9,8,4,12,0,4,2,8,10,0.13917332077045
282,7,3,2,3,2,2,1,11,5,7,12,11,9,3,8,6,12,3,0,9,12,8,8,8,0.18359200158111
283,2,7,6,8,12,1,11,0,12,9,12,11,4,8,1,12,11,6,2,12,10,10,11,5,0.103986936192146
284,6,2,4,12,12,9,4,2,9,6,1,4,6,11,7,11,11,12,1,4,0,10,8,6,0.097398805783804
285,3,2,4,6,6,6,7,7,10,6,3,3,7,1,2,8,11,5,12,4,3,4,10,12,0.165957106120914
286,5,11,5,1,2,6,7,4,12,3,2,4,1,10,12,5,4,7,1,2,6,10,4,3,0.124176556194404
287,3,9,11,11,10,4,12,0,4,4,0,4,8,9,10,2,11,2,5,6,12,1,8,10,0.147859179622706
288,5,12,6,10,2,12,10,4,1,5,6,1,2,9,12,11,12,2,10,4,12,12,12,9,0.186651854787806
289,4,4,8,12,1,10,9,4,4,12,3,7,10,4,5,6,1,7,8,5,7,10,7,10,0.155472859965674
290,1,0,7,6,5,4,6,7,8,8,5,10,11,2,8,1,4,2,2,2,8,3,8,2,0.18689392433965
291,4,7,9,12,0,0,1,11,1,10,11,9,5,6,11,7,5,6,12,5,0,3,5,3,0.096546241919092
292,0,2,12,0,12,8,7,11,1,11,2,12,10,3,3,10,2,10,8,3,11,5,10,2,0.123454075423896
293,8,5,1,11,6,12,2,11,7,5,2,2,6,10,6,11,2,4,3,10,8,3,1,12,0.233926682970376
294,3,10,4,11,4,12,3,0,11,2,4,6,4,9,9,11,9,10,10,7,7,4,3,12,0.11652588971327
295,0,5,3,11,9,3,9,2,8,12,8,9,11,4,7,2,0,9,11,6,1,9,9,3,0.162124356611906
296,6,11,10,2,3,7,10,1,5,8,5,12,8,12,2,12,2,4,8,11,1,11,11,0,0.182467249685956
297,6,1,0,10,11,4,11,12,7,6,1,4,5,0,6,1,7,4,9,11,0,11,2,3,0.08844834418229
298,3,1,10,5,6,0,0,4,3,7,3,12,8,2,10,5,2,6,12,7,4,7,10,1,0.18938200316386
299,0,6,9,10,2,11,9,0,3,10,12,4,12,6,9,1,0,3,3,6,7,9,5,12,0.152470482738898
300,8,7,5,7,10,10,8,2,2,1,3,2,3,10,1,11,7,4,11,10,5,4,7,10,0.170115650513438
301,10,6,2,9,7,12,7,6,11,3,7,11,3,7,9,2,12,12,12,10,4,2,2,9,0.142455414731798
302,7,0,4,4,7,10,12,7,2,8,0,8,5,5,1,5,6,9,9,2,4,7,8,2,0.116183013005496
303,6,4,10,0,7,8,9,9,12,9,1,2,6,4,5,12,1,8,11,7,3,0,11,2,0.312636535248934
304,10,0,10,1,0,8,12,12,5,7,6,7,9,6,11,12,8,2,8,10,6,2,12,1,0.081847348730722
305,2,7,10,0,9,6,1,8,9,0,3,6,0,5,0,10,3,10,6,12,3,10,10,12,0.061384374679464
306,3,1,5,6,11,8,5,1,2,7,3,2,4,9,6,9,12,11,4,10,0,11,12,7,0.127907468140802
307,8,5,11,8,0,9,1,6,1,9,8,4,12,11,3,4,0,4,5,3,9,8,6,8,0.124974258844694
308,4,3,8,5,8,2,1,12,5,5,1,10,9,3,6,8,12,3,11,5,5,3,11,8,0.204584389758944
309,6,9,1,8,1,2,8,8,0,5,11,7,7,3,6,4,11,6,10,1,3,5,3,9,0.130598131043218
310,8,12,7,3,9,0,9,11,6,3,9,5,1,11,8,0,8,12,6,10,3,0,10,8,0.169499897583984
311,3,5,9,8,4,1,5,3,1,0,10,5,6,6,12,7,6,6,3,12,3,7,11,12,0.063291204980548
312,9,8,6,9,9,4,1,11,12,3,3,8,6,10,1,4,5,1,3,3,7,12,4,9,0.149716582629632
313,3,5,7,2,5,5,9,3,11,1,6,2,10,1,1,12,10,7,9,5,4,11,4,3,0.127774735345538
314,6,2,12,1,12,4,12,0,10,7,12,1,11,9,7,6,4,8,3,9,11,8,11,5,0.32432538708923
315,3,9,9,2,3,9,11,7,9,8,5,8,11,12,5,6,6,12,4,8,2,3,4,2,0.040261858988144
316,5,7,1,2,1,12,12,3,3,12,12,11,8,9,10,4,0,9,8,8,3,2,9,7,0.23614037289437
317,0,12,12,11,5,9,11,5,6,5,8,8,2,7,1,4,10,12,0,2,11,3,3,6,0.301069325760996
318,1,3,1,12,12,4,9,9,1,2,1,12,10,7,4,12,3,6,8,9,2,8,3,12,0.240619852968362
319,7,3,3,7,3,8,4,10,10,9,0,7,9,4,4,8,4,10,0,3,10,0,0,8,0.075823410943328
320,5,3,0,0,11,10,11,7,11,3,4,4,2,12,5,12,8,2,7,2,11,4,2,6,0.315930665743888
321,12,4,7,0,7,7,10,6,10,1,8,0,10,9,7,4,10,7,1,7,11,6,8,7,0.154435756929698
322,5,1,11,12,6,11,4,1,10,3,4,2,5,11,9,11,5,8,11,9,2,9,2,3,0.161408414315124
323,4,7,12,7,2,1,11,1,8,0,0,0,0,4,0,5,11,0,0,9,6,9,9,1,0.145049284442818
324,3,10,5,5,10,4,1,11,3,8,11,11,0,3,2,1,7,10,4,12,1,10,3,3,0.205574144784476
325,5,4,9,12,4,8,3,3,2,12,3,11,6,5,2,2,7,7,8,6,10,3,7,3,0.11900277436836
326,1,3,7,6,4,4,4,6,10,3,12,8,12,5,1,10,11,0,6,4,7,7,1,12,0.057747014859284
327,4,2,5,9,8,10,8,9,8,11,5,10,1,10,11,9,0,4,2,7,9,1,11,4,0.130905919259462
328,8,10,9,8,2,0,0,11,0,3,6,1,1,12,5,3,7,6,9,4,12,12,8,10,0.210263390191012
329,6,7,8,6,9,5,3,3,1,4,4,2,4,6,4,11,3,6,1,6,5,4,1,7,0.120465285501938
330,10,10,9,7,9,12,9,2,1,3,5,3,0,8,7,9,7,7,5,11,12,11,1,1,0.09453297122436
331,7,10,6,8,12,8,7,11,2,6,12,4,8,8,5,12,11,0,5,8,12,10,0,7,0.174263664288878
332,10,10,8,9,12,2,4,5,4,5,5,6,8,4,9,3,2,11,1,3,1,2,8,9,0.31605961142003
333,9,8,12,11,4,2,4,2,5,12,8,3,8,4,8,10,6,2,0,10,11,4,9,4,0.085531365577902
334,8,10,1,7,3,8,1,4,0,4,5,7,5,4,7,10,11,1,4,11,9,3,1,4,0.111528570332658
335,10,3,10,5,7,4,6,12,2,2,10,8,0,11,7,7,8,11,0,0,10,9,2,7,0.185310522049636
336,1,5,7,3,4,8,11,3,4,1,5,6,0,5,10,10,2,8,1,2,1,9,1,4,0.221656441965632
337,6,2,5,4,11,1,0,6,10,12,6,1,8,9,1,11,8,6,12,10,0,11,2,0,0.185714126000676
338,0,5,6,10,9,0,7,3,7,10,1,7,8,4,4,8,10,12,6,1,11,7,11,8,-0.012495176792344
339,3,5,1,0,0,1,1,4,9,1,6,9,8,12,11,6,3,4,8,5,8,12,12,4,0.285947359678292
340,4,0,7,9,9,9,3,9,1,3,1,6,0,10,7,0,11,7,2,4,7,7,4,0,0.18184272575363
341,11,10,8,11,5,9,11,2,11,1,9,11,4,12,8,3,8,5,1,10,12,12,12,0,0.104522501337536
342,12,7,8,1,11,3,1,12,4,7,5,7,8,10,12,11,12,9,1,10,7,1,1,5,0.057598545084114
343,2,12,7,3,9,8,7,10,1,6,10,6,6,7,10,9,9,5,6,11,11,6,10,6,0.2791145657197
344,10,10,2,5,4,4,10,8,11,5,6,6,3,5,4,0,7,1,9,7,5,3,2,6,0.106934913066464
345,9,7,6,7,5,12,12,0,11,7,2,4,7,12,7,8,8,10,9,4,4,9,2,9,0.142727066052942
346,9,2,5,11,8,2,9,11,6,3,5,0,7,11,1,6,3,5,11,2,0,2,4,8,0.173627988074296
347,8,6,0,2,2,4,0,12,1,7,11,0,7,1,8,9,7,1,6,2,0,4,7,4,0.17952405416425
348,6,3,3,0,12,3,3,11,11,8,0,8,6,8,4,1,4,12,4,8,8,6,8,0,0.194206047087832
349,4,12,12,0,5,10,4,4,2,11,5,5,10,7,5,6,4,8,5,5,12,4,10,0,0.21639350449147
350,0,6,6,6,12,3,12,0,5,1,7,3,5,8,9,9,4,3,10,4,1,9,3,9,0.311577078123846
351,5,5,6,1,9,8,8,2,12,8,6,9,4,2,6,10,11,2,2,7,5,9,1,4,0.320136674741228
352,7,9,0,10,0,2,7,7,7,10,0,11,8,3,11,11,6,9,12,5,0,9,1,2,0.063522766967112
353,1,8,7,10,11,2,0,11,8,2,3,3,5,9,2,7,8,1,3,3,12,4,10,11,0.206912037729762
354,0,12,6,12,2,12,5,4,6,9,2,2,10,4,10,0,4,7,11,7,6,0,4,5,0.137890825827298
355,12,3,8,6,10,2,7,9,9,4,2,2,6,7,1,3,9,3,2,11,4,4,9,12,0.12571656674155
356,7,0,9,4,8,3,2,2,2,12,1,6,8,3,12,10,8,9,9,12,9,12,11,12,0.152899979837942
357,10,8,8,11,5,12,6,1,0,8,5,10,10,12,12,9,7,2,6,4,11,12,2,4,0.194211089263542
358,10,6,3,1,12,9,7,8,5,1,1,12,6,11,2,9,2,5,2,0,1,8,8,5,0.090785373929336
359,8,8,4,4,3,11,6,0,8,2,5,5,3,1,2,4,8,4,8,1,7,6,7,1,0.134490615757732
360,12,6,7,12,11,2,3,3,11,3,2,2,6,10,9,3,0,10,0,10,0,12,8,9,0.323785778121936
361,10,0,5,0,1,12,3,0,1,8,10,4,4,12,1,5,4,3,0,9,5,1,11,7,0.147478127046842
362,6,8,0,4,0,4,7,0,3,7,6,3,4,8,7,3,4,10,10,7,10,1,5,10,0.31893094146629
363,8,12,1,5,4,7,2,11,11,3,8,7,0,11,5,7,9,0,5,8,12,7,12,5,0.16204748704835
364,12,2,12,3,10,0,7,5,8,5,7,10,2,10,0,7,12,8,7,5,11,6,2,10,0.199994230620966
365,12,5,6,1,12,4,9,2,1,11,0,8,5,12,10,1,10,5,8,12,9,8,8,5,0.286858598148352
366,2,7,6,7,6,9,11,7,10,3,6,11,2,12,9,0,7,10,11,3,9,8,8,3,0.219466824616348
367,7,8,8,3,11,6,6,4,7,9,7,11,12,2,6,11,9,8,5,1,9,10,6,11,0.152495285661798
368,0,12,5,0,1,6,9,3,5,2,11,3,12,12,3,7,3,6,4,11,2,11,6,3,0.148510093356538
369,9,1,12,0,6,2,0,7,0,8,2,0,0,1,11,9,4,11,7,1,8,3,11,5,0.316910001062586
370,2,9,8,5,4,4,1,2,6,3,2,1,12,0,8,8,0,6,0,7,8,10,10,10,0.315816175586688
371,3,10,9,11,9,4,11,6,6,3,11,4,2,10,9,0,9,1,6,11,0,12,3,2,0.079807381103488
372,10,3,10,8,5,2,0,0,3,2,9,4,5,2,2,1,1,3,2,9,7,6,5,6,0.232593610489744
373,5,1,4,5,6,8,7,0,3,4,10,0,4,11,5,6,1,6,0,6,7,8,6,12,0.088446871825198
374,8,4,11,9,3,12,6,2,3,0,2,5,9,6,5,1,5,9,7,4,6,8,6,10,0.203363440316306
375,2,6,10,0,11,8,3,0,6,9,4,5,10,1,8,0,3,5,9,7,2,6,12,12,0.19452119333442
376,3,6,6,4,7,1,3,10,6,0,10,6,10,8,10,3,9,11,7,7,4,7,12,10,0.234134933507058
377,11,8,2,4,11,6,5,3,7,4,12,1,12,4,5,0,2,8,5,0,2,9,3,11,0.244347720036636
378,12,4,1,10,10,12,12,0,1,0,5,4,8,8,0,3,5,7,8,1,5,2,5,3,0.21912833343138
379,2,3,1,2,0,9,6,7,2,2,0,4,0,6,9,4,6,1,6,10,1,9,6,8,0.29009661014716
380,3,9,8,10,10,12,3,6,4,7,10,6,2,0,12,2,9,9,3,11,9,4,9,8,0.22217264047411
381,6,8,3,4,1,9,7,7,7,6,6,7,9,1,4,0,11,5,2,3,12,7,9,9,0.322853451585286
382,12,1,1,3,0,1,9,10,1,2,12,7,9,3,6,0,7,9,4,9,11,12,9,6,0.287697314165434
383,5,9,8,5,11,10,7,3,12,11,6,2,12,1,4,3,4,0,0,0,9,12,9,6,0.278833031246636
384,6,6,9,9,7,4,5,8,11,7,10,4,2,10,11,7,11,7,2,10,8,1,9,12,0.307785678740164
385,9,1,11,9,3,3,9,7,0,12,8,0,8,6,4,3,12,9,8,10,8,6,8,10,0.102267312261952
386,11,3,9,6,5,8,11,11,1,1,10,10,0,7,9,6,8,12,4,4,2,5,5,7,0.180841635571672
387,4,4,6,0,5,5,11,1,2,0,4,4,10,9,10,6,6,0,3,7,10,7,7,2,0.2155499763957
388,12,7,4,5,3,6,10,8,12,7,0,0,4,10,8,6,0,11,5,9,3,7,4,11,0.203171860425964
389,10,3,7,7,12,6,8,10,3,7,7,2,12,6,7,4,10,6,3,8,5,12,11,11,0.181181196409358
390,8,7,9,2,6,8,10,2,4,2,7,6,9,8,6,12,11,1,6,6,2,9,8,9,0.110698892123508
391,0,8,12,4,1,2,3,8,9,10,0,1,3,9,4,3,0,10,3,1,5,9,0,12,0.226484297817902
392,7,0,11,1,10,0,9,10,5,0,2,3,5,6,3,8,2,0,7,5,8,6,11,8,0.206768129914894
393,8,5,6,12,0,3,7,9,3,3,0,3,0,3,12,3,11,7,8,12,2,12,3,10,0.145277043915504
394,8,5,1,9,0,12,0,1,0,12,10,5,7,2,6,6,7,9,3,12,7,6,6,11,0.250827089158126
395,7,7,5,6,8,1,12,10,8,4,5,12,4,7,10,4,5,5,0,1,12,6,9,4,0.315521272986418
396,11,1,8,5,10,3,5,5,7,8,5,7,4,6,1,5,9,10,11,5,2,6,11,7,0.193302440759254
397,5,8,12,0,5,8,2,4,2,6,6,3,3,0,9,10,2,0,1,12,7,5,0,12,0.218372302226142
398,11,2,12,11,5,0,8,1,6,2,3,9,0,12,1,4,12,1,12,8,12,4,6,12,0.144492176614202
399,10,7,12,10,5,5,3,11,12,7,2,4,7,8,10,7,12,11,8,1,0,11,8,8,0.138725842312734
400,3,4,4,6,8,0,12,6,11,0,0,1,7,10,10,0,8,8,11,6,7,7,0,7,0.13752001900051
401,10,6,6,3,4,11,7,0,4,0,2,10,12,11,11,1,11,12,7,8,12,9,3,3,0.256558551506058
402,9,10,9,6,3,0,5,9,2,12,9,7,7,5,11,0,0,5,5,1,9,7,0,4,0.299810981503404
403,9,5,1,6,0,7,5,9,6,11,12,8,2,6,4,2,5,8,0,5,6,7,6,1,0.034321145006236
404,1,4,0,12,9,1,1,7,2,12,12,4,1,10,0,4,10,11,10,3,3,1,0,11,0.124173271306588
405,8,8,3,5,6,4,6,8,8,1,10,0,6,4,5,1,4,6,6,0,2,1,4,4,0.306238107188622
406,3,9,9,3,0,3,1,9,6,3,10,10,5,10,2,11,0,11,1,11,12,2,6,3,0.244717258426426
407,7,4,11,0,3,9,4,2,12,0,12,3,8,9,9,0,2,6,9,2,9,1,6,11,0.211938602428074
408,11,4,4,3,11,11,11,10,7,2,2,3,10,7,7,5,1,4,6,5,12,11,7,7,0.132317401656362
409,9,10,5,5,9,1,11,5,10,0,8,8,11,7,10,12,0,12,3,0,12,1,10,1,0.086912697875848
410,0,9,11,3,9,11,4,10,0,5,6,1,2,11,5,9,3,11,2,2,5,5,5,4,0.230717537100946
411,4,12,8,10,12,9,9,9,6,4,11,10,10,1,11,5,8,7,1,12,7,12,11,6,0.150422480255586
412,8,3,4,11,2,2,11,4,6,12,10,0,0,9,1,10,6,7,3,11,1,11,4,12,0.158027688132458
413,5,4,9,6,3,10,8,10,0,12,8,9,9,9,2,5,9,11,1,10,3,2,3,7,0.13397987634316
414,12,5,5,0,1,6,8,11,7,6,5,12,11,6,9,10,10,0,9,4,10,2,0,10,0.18214044826719
415,3,3,6,11,1,1,5,2,6,4,0,3,6,7,2,3,11,1,3,1,3,4,6,7,0.305534234438792
416,4,12,7,8,1,3,3,8,4,5,5,6,10,9,7,1,0,7,11,2,11,9,6,4,0.317547682676938
417,9,3,8,0,5,6,0,6,11,12,7,12,0,12,5,7,7,1,1,7,0,1,2,0,0.088527488545018
418,9,1,5,4,11,10,10,11,10,4,1,11,11,10,8,4,10,3,1,1,8,8,0,5,0.173864111754668
419,8,3,8,0,10,5,7,2,1,1,4,1,9,1,8,2,8,2,1,12,0,6,5,9,0.074607259463698
420,7,4,2,0,8,10,8,9,9,12,11,8,6,0,6,4,12,3,5,6,9,1,0,0,0.108609077247258
421,3,9,2,3,4,11,9,4,8,6,12,12,6,10,9,2,9,12,3,1,5,9,9,4,0.130930195070788
422,3,7,3,1,10,3,6,6,11,9,0,0,12,11,0,12,9,10,10,2,1,6,12,5,0.06141704286504
423,0,3,6,11,5,1,5,5,11,5,2,0,6,5,10,3,4,0,11,6,7,0,7,5,0.161886415318758
424,5,1,8,11,2,2,7,11,2,0,1,9,7,3,12,9,5,9,0,5,12,0,6,5,0.306730490970696
425,3,6,9,12,4,11,0,11,4,1,12,8,8,1,2,0,2,5,12,4,6,0,8,11,0.310598004169216
426,2,1,10,4,1,6,3,12,5,11,11,9,12,3,4,4,6,11,0,3,9,5,11,6,0.310944528687394
427,2,8,12,6,2,1,6,7,8,4,2,1,9,7,10,2,10,6,0,12,0,6,0,5,0.137232545445612
428,0,1,1,9,5,0,9,4,11,3,5,7,1,0,12,2,6,6,7,12,9,7,0,4,0.11995495502833
429,5,6,3,5,4,2,10,2,8,12,11,2,6,4,10,2,9,0,5,2,11,2,6,8,0.196121987315056
430,9,10,10,0,4,2,5,6,4,6,12,11,7,4,8,10,6,7,7,3,3,7,7,3,0.258982691254424
431,7,0,6,7,2,8,8,6,10,7,8,7,10,3,5,4,11,9,0,0,12,2,5,2,0.105740130353486
432,1,9,12,11,4,3,10,7,0,10,3,4,2,11,12,9,10,8,6,1,9,9,4,7,0.308503603517078
433,1,6,3,0,10,8,6,10,11,2,11,0,0,9,2,5,9,8,4,12,7,2,0,7,0.12560634972038
434,10,7,7,6,12,4,1,0,0,1,11,5,9,7,8,11,1,8,10,1,7,0,2,10,0.229785937414874
435,6,8,10,6,7,5,5,12,11,2,7,0,7,9,11,0,4,10,2,0,10,10,11,8,0.112074457256674
436,11,9,3,10,6,10,11,12,3,10,9,9,8,5,11,5,1,4,9,6,3,1,0,7,0.135715817997302
437,9,0,0,10,10,12,11,12,7,9,7,5,3,4,10,5,9,8,6,1,0,2,8,7,0.110374112492788
438,8,11,3,3,5,0,5,12,7,4,10,4,12,11,2,2,10,8,1,11,1,4,8,0,0.15660602337333
439,5,1,6,0,1,0,1,5,2,10,11,9,6,8,5,9,4,10,12,3,4,6,5,12,0.316889496090802
440,9,11,1,9,10,2,1,12,4,9,10,2,10,1,7,1,7,0,12,5,5,12,9,9,0.232895055253084
441,1,9,8,7,9,10,2,3,4,4,11,10,2,11,2,3,7,2,3,11,2,5,0,7,0.286537286648482
442,0,7,6,5,12,0,4,9,9,3,1,7,12,6,8,1,12,0,12,11,2,7,12,2,0.07640396092766
443,3,9,6,5,1,7,0,2,6,10,5,8,2,7,2,11,5,8,2,2,0,3,0,5,0.201600298138494
444,8,4,7,6,5,5,11,2,10,3,9,4,9,9,8,12,2,8,12,9,3,4,8,1,0.30438029772625
445,10,7,4,4,1,4,10,6,8,10,0,0,2,5,4,12,5,0,4,1,10,10,12,2,0.07539713165467
446,8,1,0,2,1,4,6,6,4,1,5,5,5,9,5,8,1,4,6,5,4,12,6,4,0.243876571922148
447,10,3,3,0,8,1,1,5,0,12,0,9,1,2,1,10,6,1,10,1,11,6,4,2,0.186149052790842
448,9,2,12,6,2,3,7,2,2,5,6,11,7,4,8,12,2,8,5,2,3,7,5,2,0.315219973311766
449,7,3,10,7,1,0,4,1,10,4,5,2,4,10,11,7,3,10,10,8,3,4,0,9,0.168404577162272
450,1,2,10,4,11,10,10,9,4,2,10,12,3,2,0,9,2,4,5,8,1,1,12,6,0.160847840095376
451,3,6,4,11,6,1,11,4,10,7,3,9,8,2,10,3,3,9,8,10,0,10,10,9,0.225076026073736
452,2,12,9,7,7,8,2,3,10,9,1,7,10,3,0,7,3,6,9,10,8,12,3,3,0.164158809198796
453,10,7,0,6,6,8,5,10,11,8,4,2,12,7,0,9,12,0,11,4,6,1,2,4,0.178064734667898
454,1,1,3,11,8,3,3,2,2,9,4,6,0,2,1,2,4,12,9,6,6,6,10,6,0.031672194896368
455,1,11,0,9,4,0,10,11,7,12,8,4,7,9,0,1,7,4,12,11,11,6,4,7,0.060987048714278
456,11,1,4,12,0,11,8,8,2,1,8,4,10,10,4,7,5,10,1,11,4,10,8,6,0.158169063519162
457,5,4,4,2,0,8,5,4,6,2,2,6,6,5,6,3,11,10,5,5,10,5,1,10,0.24997062393044
458,8,5,12,3,3,4,9,11,11,10,12,1,2,2,9,8,0,3,9,9,0,2,6,4,0.130279352309528
459,2,11,11,10,5,3,8,11,4,11,9,6,5,6,9,6,10,12,0,12,5,9,10,2,0.266544987771956
460,12,4,12,8,10,4,7,10,10,7,3,8,5,7,2,2,3,10,6,1,0,6,10,5,0.134697774475734
461,11,9,4,10,0,9,5,2,9,7,2,3,10,10,11,7,0,9,3,0,10,1,2,9,0.184029343651776
462,5,4,11,8,5,0,5,5,3,2,12,2,4,5,4,2,9,3,6,9,7,4,7,8,0.187468289861132
463,5,11,11,8,11,1,7,12,10,8,11,2,12,6,3,12,11,4,3,5,8,0,8,3,0.169923453251046
464,2,2,12,10,4,7,1,4,0,1,12,8,1,5,12,10,12,1,10,10,2,4,7,4,0.145867483478934
465,12,9,0,12,11,0,2,3,8,6,11,11,1,4,7,11,5,1,4,10,1,5,6,11,0.082289965705966
466,8,10,2,0,12,0,4,8,6,10,1,2,0,8,5,8,5,8,0,0,1,12,10,4,0.209537665014052
467,11,3,12,5,5,10,10,12,11,9,3,5,6,4,1,7,10,9,5,5,2,11,5,5,0.08518117929978
468,6,2,10,2,2,11,11,7,2,8,12,6,11,9,3,11,3,6,8,5,3,1,1,0,0.104302559260408
469,0,4,11,6,11,7,9,12,1,4,1,7,9,1,9,4,5,8,12,5,8,10,3,3,0.11017973815807
470,3,3,11,4,7,8,6,4,4,7,9,11,8,2,8,2,8,7,6,3,2,1,5,1,0.191296842781856
471,9,12,0,12,3,6,3,2,3,2,8,10,1,4,5,12,12,7,4,5,4,7,10,3,0.260369397025998
472,3,0,8,12,7,5,7,0,4,1,2,4,0,12,4,1,6,7,5,1,9,12,4,7,0.142322134639178
473,9,11,7,2,10,8,2,9,3,8,12,9,8,9,1,7,8,4,4,2,9,6,11,10,0.140645701595628
474,12,10,11,5,4,1,3,1,12,6,6,2,6,9,0,1,11,12,12,12,11,0,1,2,0.14326569382227
475,7,9,1,12,4,10,8,6,10,9,4,10,12,6,12,12,4,6,12,4,7,9,7,5,0.068405145245888
476,5,1,5,9,1,1,10,7,5,8,11,1,6,3,10,11,11,10,1,5,0,5,3,10,0.31945275272096
477,12,5,10,10,12,11,7,11,2,7,8,3,3,3,0,2,12,9,2,7,3,7,2,2,0.081363043932064
478,3,9,11,10,4,2,6,10,6,11,11,6,5,12,11,1,11,1,7,4,12,10,11,2,0.196164372050678
